artist,song_title,lyrics
MC Dede,Olha o Kit,"agilidade de alta voltagem\n""nois""pegamo três banco em são paulo\nno pescoço agora é só kilo\ne no bolso tem aquele paco\nao invés de mexer com as novinhas\né ao contrario com nois que elas mexe\nelas brigam e puxam o cabelo\npra ser a garupa da minha hornet\num dvd embutido na nave\nque o som estronda a porra toda\ne a noite tem um baile funk\ndois mil no bolso pra gastar a toa\no procedê é a virtude do homem\nnossa parte nois tem que fazer\nnois respeita a comunidade\ne faz as novinhas se enlouquecer\no relogião que brilha com ouro,\nnois só usa roupa de granfino, os melhores tênis , os melhores perfumes\nred bull que é pra bebe com whisky, de dia nóis tem uma praia\ne de noite nóis vai pro puteiro, e no bolso tem aquele paco\nos cachorros quer gastar dinheiro, vo logo mandando o papo reto ...\n... tadeu eu vou dizer\nboladão vou mandando a rima um salve pro povo eu sou o dede\ncaralho\nagora é a vera meu parceiro déu.\nolha o kit, olha o kit...\né o kit tô portando, é o kit tô portando\ndeu bingo pro dede não teve outra saída, fui lá pro boullevard cantei na baixada santista\ncom patrocinio trajadão de tropical, já trombei meus dois padrinhos, chiquinho e o amaral\nmeu guarda-roupa é o shopping as novinha não resiste\nbillabong, eckõ, oakley, onbongo e quiksilver\npra andar de hornet óia a idéia que ela joga, que eu sou piloto de fuga\ntipo fúria em duas rodas, encosta com uma nave 16, aro cromado,\nhilux cabine dupla  com ar condicionado,\ncabral eu vo mandando a instrução\ncom nextel ferrari, e as novinhas de plantão\nolha o kit, olha o kit, olha o kit\nno estilo muleque top\npuma disk, uma eckõ e a bombeta da lacoste\nolha o kit, olha o kit, olha o kit\neu não deixo pra depois\na moda dentro do baile é juliet e romeo 2\nolha o kit, olha o kit, olha o kit\nno estilo muleque top\npuma disk, uma eckõ e a bombeta da lacoste\nolha o kit, olha o kit, olha o kit\neu não deixo pra depois\na moda dentro do baile é juliet e romeo 2\nolha o kit, olha o kit, olha o kit\nno estilo muleque top\npuma disk, uma eckõ e a bombeta da lacoste\nolha o kit, olha o kit, olha o kit\neu não deixo pra depois\na moda dentro do baile é juliet e romeo 2\na moda dentro do baile é juliet e romeo 2\na moda dentro do baile é juliet e romeo 2\n"
MC Dede,Pega a Receita (part. Kevinho),"amo demais essa vida, mas tô tendo que me superar\no problema é que as gata pira nesse meu jeito louco de amar\nsó falo o que elas quer ouvir, tô com várias namorada\nelas brisam no kevinho, faz dias que não volto pra casa\npega a receita, fio!\nminha fama de faz gostoso aumentou meus contatinho\njá faz tempo que eu não durmo sozinho\ncada dia da semana, tem uma pra dar carinho\njá faz tempo que eu não durmo sozinho\nminha fama de faz gostoso aumentou meus contatinho\njá faz tempo que eu não durmo sozinho\ncada dia da semana, eu vou te dar carinho, tá?\njá faz tempo que eu não durmo sozinho\njá faz tempo que eu não durmo sozinho\namo demais essa vida, mas tô tendo que me superar\no problema é que as gata pira nesse meu jeito louco de amar\nsó falo o que elas quer ouvir, tô com várias namorada\nelas brisam no pretin, faz dias que não volto pra casa\npega a receita, fio!\nminha fama de faz gostoso aumentou meus contatinho\njá faz tempo que eu não durmo sozinho\ncada dia da semana, tem uma pra dar carinho\njá faz tempo que eu não durmo sozinho\nminha fama de faz gostoso aumentou meus contatinho\njá faz tempo que eu não durmo sozinho\ncada dia da semana, tem uma pra dar carinho\njá faz tempo que eu não durmo sozinho\njá faz tempo que eu não durmo sozinho\n"
MC Dede,Passei de Oakley,"gelo, uísque e red bull\nna banca não pode\ncalma, calma, calma aê, moleque\ncê é doido?\nessa aí já foi\nmais um guerreiro da vida sofrida\nolha como o moleque tá hoje\no sol nasce, uma juju na face\no moleque na brisa do doce\njá subiu minha foto no face\no iphone vai descarregar\nmas no pulso patek philippe\navisa a hora de chegar\ntoda oakley que o moleque lança\na molecadinha gosta\nsua loja lucra, morador usa\nnós continua ditando moda\nela passa na favela instigando todo mundo\no alvo dela é os pica do bagulho\npasso de oakley, de armani\neu vou de gucci, vou de lacoste\nmas se der milho com nós\nnós vai soltar no bigode\nmanda de red, a de black\njack daniel's, manda de gold\nnós tá o ódio\ne o papai tá forte hoje\npasso de oakley, de armani\neu vou de gucci, vou de lacoste\nmas se der milho com nós\nnós vai soltar no bigode\nmanda de red, a de black\njack daniel's, manda de gold\nnós tá o ódio\no jorginho tá forte hoje\nmais um guerreiro da vida sofrida\nolha como o moleque tá hoje\no sol nasce, uma juju na face\no moleque na brisa do doce\njá subiu minha foto no face\no iphone vai descarregar\nmas no pulso patek philippe\navisa a hora de chegar\ntoda oakley que o moleque lança\na molecadinha gosta\nsua loja lucra, morador usa\nnós continua ditando moda\nela passa na favela instigando todo mundo\no alvo dela é os pica do bagulho\npasso de oakley, de armani\neu vou de gucci, vou de lacoste\nmas se der milho com nós\nnós vai soltar no bigode\nmanda de red, a de black\njack daniel's, manda de gold\nnós tá o ódio\ne o papai tá forte hoje\npasso de oakley, de armani\neu vou de gucci, vou de lacoste\nmas se der milho com nós\nnós vai soltar no bigode\nmanda de red, a de black\njack daniel's, manda de gold\nnós tá o ódio\no jorginho tá forte hoje\n"
MC Dede,Olha o Kit 3,"gelo, wisk e o red bull na banca não pode faltar\ntodo mundo de juju e dinheiro pra nois gastar.\nbonde do sítio só diretoria olha o jhony e o wandinho sangue bom,\nas nave tão estacionada ao poder da fatal som!\nbrooksfield, polo play, oi só as roupas de granfino\ncordão de ouro no pescoço oi quase pesando 1 kg\nna garagem dos mais zica as cor dos carro é diferente\nna hora dos ataque os armamento são potetente\npego por todas as posições que as novinhas imagina que gosta\n5 mulher na cama é a nossa fantasia erótica.\nminha fiel é de responsa não preciso disso,\nna idéia, atitude, palavra ela dá conta das cinco.\npois na balada que nois vamo, néh pagando de artista\nárea vip camarote só nome que tá, oi ta ligado eu vou dizer agora eu vou falar\nbonde da praia grande oi joga os dedinhos pro ar\nsão 5 banco em são paulo nóis é da vida loka\nmelhores perfumes, relógio tênis e roupa.\nvê em todos os carros o seu som tocando\npra cima e pra baixo todo mundo comentando!\nentão não vem me criticar, dizer que eu sou o bam bam bam\nse tu não ta ligado seu pivete é meu fã!\njá cansei de sofrer de passar veneno\ncarro balada e mulher eu gasto e transo tô nem veno!\nno baile com a fiel fica brava e não aguenta\nnão posso fazer nada onde nois chega rouba a cena\nsó nike e lançamento, assalta banco e carro forte\nna rua da 30, na rua da sorte, só vectra gt stilo e golf rebaixado\ncom dvd embutido e o som adaptado, de dia nois tá de hornet as novinha\nque esquema no barulho do helicóptero, 660\nacendo o meu malboro para ela é um convite nois fecha camarote red bull\ngelo no wisk.\nesculte mulherada que eu não to atoa, aceite ser minha amante que tu vai ter vida boa\nsabe os mlk que é zika, é aqueles do kit do kit do kit\nsabe os mlk que é zika, é aqueles do kit do kit do kit\naqui na tiradentes eu vou te dizer puxando os bonde\ndas nave você tá ligado que eu sou o 2d , cê ta ligado é nois\na rima não se oprime, bonde dos moleque zika, é o mano, olha o kit, olha o kit, olha o kit\naki na tira dentes eu vou te dizer tá ligado que é nóis boladão,\nmc dede, aqui na zona leste a rima não se oprime\nsabe os mlk que é zika, é aqueles do kit do kit do kit\nsabe os mlk que é zika, é aqueles do kit do kit do kit\nsabe os mlk que é zika, é aqueles do kit, kit, kit\né nóis.\n"
MC Dede,Pow Pow Tey Tey,"anos atrás, pouca beleza\nhoje a novinha tá princesa\ngata demais, r7, não é brincadeira\nela toca até minha meia-meia\nnós que tá em cima da meia-meia\ncortando de giro dentro da viela\nela pow pow pra mim\neu dei tey tey tey pra ela\npow, pra mim\neu dei tey tey tey pra ela\nmó veneno, passei nas antiga\ndei volta por cima e tô chave de quebra\nela pow pow pra mim\neu dei tey tey tey pra ela\npow, pra mim\neu dei tey tey tey pra ela\n"
Guerreiros do Almirante,Sou Vascaíno,"olê olê olê olê olê olê ola\nole ole ole\na cada dia, te quero mais\nsooooou vascaínoo \ne o sentimento\nnão pode paraaaaaar!\n"
Guerreiros do Almirante,Por Ti Vasco da Gama,"de são janu eu grito ao mundo inteiro!\no sentimento nunca vai parar!\nsou vascaíno, torcedor guerreiro.\nmeu caldeirão hoje vai balançar!\na cada dia renovo o meu amor...\nlevo no peito a mesma cruz do meu senhor.\na tua história traz orgulho a quem te ama...\njá nasci vasco da gama...\npra sempre vou te amar!\na tua história traz orgulho a quem te ama...\njá nasci vasco da gama...\npra sempre vou te amar!\npor ti vasco da gama, declaro o meu amor!!!\nai ai ô ô\npor ti vasco da gama, declaro o meu amor!!!\nai ai ô ô\n"
Guerreiros do Almirante,"Não Tenho Ingresso, Tô Sem o Dinheiro","não tenho ingresso , to sem o dinheiro ( muito louco )\nsó marijuana para te apoiar ( e da-lhe , e da-lhe , e da-lhe )\nmuitos se falam mas poucos frequentam\nque gira a roleta não pode amargar\nurubu imundo eu vou te dizer\nque essa noite tu vai tremer\nte juro tu vai tremer\ne vai pra casa se fuder\nessa é a banda louca da gda\njuntos vamos ganhar\nessa taça levantar\ne a noite comemorar ( muito rariche pra fumar )\n"
Guerreiros do Almirante,A mulambada toda chora,ôôôôô\nvascão olê olê olê x3\nôôô\ne no maraca vou curtir\nem são janú vou me acabar\ne a mulambada toda chora\nnão tem estádio pra jogar\n
Guerreiros do Almirante,A barra mais louca,"chora urubu imundo\nchora pó de arroz também\nchora cachorro viado, \nque nunca ganhou de ninguém\nsomos a barra mais louca\ndo clube que varre geral\namigo, eu sou vascaíno\neu sou bacalhau\nôôôôôôôôôôô...\n"
Guerreiros do Almirante,São Januário Meu Caldeirão,"vou torcer pro vasco ser campeão\nsão januário, meu caldeirãão.\nvou torcer pro vasco ser campeão\nsão januário... meu caldeirãão.\nvasco, tua glória é tua história\né relembraar... o expresso da vitória.\ncontra o river plate, sensacional\ngol do juninho, no monumentaaaal.\n"
Guerreiros do Almirante,Camisas Negras,"eu vou torcer\naqui eu ergui meu templo para vencer\neu ja lutei por negros e operários\nte enfrentei, venci, fiz são januário\ncamisas negras que guardo na memória\nglória, luta, vitória, esta é minha história\nque honra ser\nsaiba eu sou vascaíno, muito prazer\njamais terás a cruz, este é meu batismo\neu tive que lutar contra o teu racismo\nveja como é grande meu sentimento\ne por amor ergui este monumento.\n"
Guerreiros do Almirante,Na Barreira Eu Vou Festejar,"o vasco é minha alegria\nminha loucura, é minha vida\na tua história vamos honrar\npela glória vamos lutar pra sair campeão\nnunca vão entender esse amor\nvasco da gama, pra sempre eu vou te amar\nna barreira eu vou festejar\ne cantar outra vez, com os loucos da saída três\n"
Guerreiros do Almirante,Eu Sou Boêmio Sim Senhor!,"eu sou boêmio sim senhor!\ne bebo todas que vier!\nbebo pelo meu vascooo!\no meu único amor!\ne dá-lhe, dáááááá-lhe meu vasco!\ne dá-lhe, dáááááá-lhe meu vasco!\ne dá-lhe, dá-lhe meu vasco!!!\n"
DJ Wesley Gonzaga,Mega do Trava 04 (part. MC Nickinho e MC Menó da Capital),"vou perguntar seu nome, seu telefone, não se incomoda?\ndesculpa chegar assim, não resisti, tu é mó gostosa\nnão sei se é comprometida não tem aliança no seu dedo\nmulher eu só bato na cama então novinha não fica com medo\nfica de quatro menina e aguenta rola\nvamo fuder na treta a noite toda\nfica de quatro menina e aguenta rola\ntopa fuder comigo a noite toda (topa?)\nvou perguntar seu nome, seu telefone, não se incomoda?\ndesculpa chegar assim, não resisti, tu é mó gostosa\nnão sei se é comprometida não tem aliança no seu dedo\nmulher eu só bato na cama então novinha não fica com medo\nfica de quatro menina e aguenta rola\nvamo fuder na treta a noite toda\nfica de quatro menina e aguenta rola\ntopa fuder comigo a noite toda (topa?)\ntopa fuder comigo a noite toda\nfode seu gostoso, fode seu gostoso\nfode seu gostoso, fode seu gostoso\nfode seu gostoso\nfica de quatro menina e aguenta rola\nfode seu gostoso\nvamo fuder na treta a noite toda\nfode seu gostoso\nfica de quatro menina e aguenta rola\nfode seu gostoso\ntopa fuder comigo a noite toda\nfode seu gostoso\ntopa fuder comigo a noite toda\noh, aí oh, dj wesley gonzaga\nfala com minha mão, caralho, fala com minha mão, porra\nanota ai o filho da puta, dj wesley gonzaga porra! pega\nfica de quatro menina e aguenta rola\ndj wesley gonzaga, porra\ntopa fuder comigo a noite toda\ntopa?\n"
DJ Wesley Gonzaga,Gonzaga Deu Fuga Com Uma Loira Cabulosa,"aê (aê), quem é fã aplaude\ne quem odeia assiste de camarote\nwesley gonzaga é o nome do homem\ngrava esse nome\nos amigos já tá pronto\npro bailão que vai ter hoje\ne o maço de 200\nno console da evoke\no allure eu já passei\ndeixe exalando o covarde\na pt nem vou mostrar\nsó pras piranhas fazer live\nvai jogando assim que eu sei\nque é isso que tu gosta\nmais se os bota brota nóis mete\nmarcha na rota\ngonzaga deu fuga\ncom uma loira cabulosa\ngonzaga deu fuga\ncom uma loira cabulosa\njoga assim que eu sei\nque é isso que tu gosta\nmas se os bota brota nóis mete\nmarcha na rota\ngonzaga deu fuga\ncom uma loira cabulosa\ngonzaga deu fuga\ncaralho\nde cima, de cima da 66\naqualand, sereia e lua cheia\nde mcd na etiqueta\nporque eu sei que as novinhas toteia\nproibido moeda no bolso\nque o gonzaga conta de milhão\ne as piranhas têm faro de ouro\njá sentiu o cheiro do meu cifrão\ne o que as puta têm\né o que o bonde gosta\ne o que o bonde têm\né o que as puta adora\ne o que o lc tem\nas piranhas gosta\nglock e mercedes-benz\nrolé de meiota\ne o que o gonzaga tem\nas piranhas gosta, gosta, gosta\nagitado, oi, pro trem\ne já joga a xota\ngonzaga deu fuga\ncom uma loira cabulosa\ngonzaga deu fuga\ncom uma loira cabulosa\njoga assim que eu sei\nque é isso que tu gosta\nmas se os bota brota nóis mete\nmarcha na rota\ngonzaga deu fuga\ncom uma loira cabulosa\ngonzaga deu fuga\ncaralho\naê (aê), quem é fã aplaude\ne quem odeia assiste de camarote\nwesley gonzaga é o nome do homem\n"
DJ Wesley Gonzaga,Tá Brotando No Plantão Pra Tirar Foto Com Revólver (part. MTG),"ahn, ahn\nahn, ahn\nahn, ahn (digdin, digdin, digin)\n(novinha, tu tá sensacional)\n(ô) coisa diferenciada e beat renovado\no moleque esculacha\naê, é o dj wesley gonzaga!\ntá querendo os faixa preta só pra subir seu ibope\npiranha, tu vai ter que deixar forte\ntá brotando no plantão pra tirar foto com revólver\npiranha, tu vai ter que deixar forte\nela quer sentar pros cria, porque nós maceta forte\nooh, (ô, foi você que pediu) porque nós maceta forte\n(agora toma, vai)\ntoma, toma, toma, toma (ai, ai)\ntoma, toma, toma, toma (ai, ai)\ntoma, toma, toma, toma (ai, ai)\ntoma, toma, toma, toma (ai, ai)\ntoma, toma, toma, toma (ai, ai)\ntoma, toma, toma, toma (ai, ai)\ntoma, toma, toma, toma (ai, ai)\n(ai, caralho) ela vai no morro pra sentar pros parça de bh\npros cria sem sentimento, o gonzaga vai te botar\nela tira foto com meu ak\ntá brotando no plantão pra tirar foto com revólver (ai, caralho)\npiranha, tu vai ter que deixar forte\nela quer sentar pros cria porque nós maceta forte\nooh, porque nós maceta forte\nchama tua amiga que tá do teu lado\nque vai começar a nossa brincadeira\nchama tua amiga que tá do teu lado\nque vai começar a nossa brincadeira\né assim, oh\nvai de perna aberta, de perna aberta\nmostra que tu é trepadeira, vai de perna aberta\nmostra que tu é trepadeira e vai de perna aberta\nassim oh, oh\né o dj wesley gonzaga\nquem é fã aplaude (coisa diferenciada e beat renovado, tá?)\ne quem odeia assiste de camarote\nwesley gonzaga, é o nome do homem\n"
